数据主题,类型,名称,字段名,描述,可过滤,可排序,过滤可选值数量,排除维度数量,排除指标数量,备注
MATERIAL_DATA,维度,试玩素材（已下线）ID,playable_id,试玩素材的ID,是,是,,33,159,
MATERIAL_DATA,维度,试玩素材（已下线）内容,ad_platform_playable_content,试玩素材的具体内容,否,否,,33,159,
MATERIAL_DATA,维度,试玩素材（已下线）名称,ad_platform_playable_name,试玩素材的名称,否,否,,33,159,
MATERIAL_DATA,维度,试玩素材（已下线）展示方向,orientation,试玩素材的方向，包括横版、竖版与横竖均可,是,是,3,33,159,
MATERIAL_DATA,维度,联盟卡券ID,activity_id,联盟卡券ID,是,是,,33,76,
MATERIAL_DATA,维度,联盟卡券名称,ad_platform_activity_name,联盟卡券名称,否,否,,33,76,
MATERIAL_DATA,维度,联盟卡券内容,ad_platform_activity_content,联盟卡券内容,否,否,,33,76,
MATERIAL_DATA,维度,锚点ID,material_anchor_id,锚点的ID,是,否,,34,267,
MATERIAL_DATA,维度,锚点名称,material_anchor_name,锚点名称,是,否,,34,267,
MATERIAL_DATA,维度,锚点类型,anchor_type,支持查看5种类型的锚点数据：高级在线预约、应用下载-网服、应用下载-游戏、咨询、外跳锚点,是,否,5,34,267,
MATERIAL_DATA,维度,锚点来源,anchor_create_type,标识锚点的生成方式是自动生成还是手动创建,是,否,2,34,267,
MATERIAL_DATA,维度,锚点落地页,material_anchor_landing_page,锚点落地页的页面内容，咨询锚点不支持查看此字段。,否,否,,34,267,
MATERIAL_DATA,指标,消耗(元),stat_cost,表示单元在投放期内的预估花费金额。当天数据可能会有波动，次日稳定,,,,5,0,
MATERIAL_DATA,指标,展示数,show_cnt,单元展示给用户的次数。计算方式：经平台判定有效且被计费的展示次数。,,,,5,0,
MATERIAL_DATA,指标,平均千次展现费用(元),cpm_platform,单元平均每一千次展现所付出的费用，计算公式是：总消耗/展示数*1000。,,,,5,0,
MATERIAL_DATA,指标,点击数,click_cnt,当用户点击单元素材时，触发点击事件，该事件被认为是一次有效的单元点击。,,,,5,0,
MATERIAL_DATA,指标,点击率,ctr,单元被点击的次数占展示次数的百分比。计算方法：点击数/展示数*100%,,,,5,0,
MATERIAL_DATA,指标,平均点击单价(元),cpc_platform,计算公式是：总消耗/点击数。,,,,5,0,
MATERIAL_DATA,指标,首位消耗,search_first_position_stat_cost,单元投出在搜索结果页第一位的消耗,,,,25,0,
MATERIAL_DATA,指标,转化数(计费时间),attribution_convert_cnt,在转化行为发生（或回传）之后，将转化行为回记到过去30天内的扣费（消耗产生）时间上。 例如：单元在8月20日展示给用户，此时单元花费10元，用户点击单元后于8月23日产生1笔购买，则8月23日这笔购买将会展示在8月20日，8月23日没有转化数。,,,,18,0,
MATERIAL_DATA,指标,转化成本(计费时间),attribution_convert_cost,转化成本(计费时间) = 消耗 / 转化数(计费时间)。例如：单元在8月20日展示给用户，此时单元花费10元，用户点击单元后，于8月23日产生2笔购买，则8月20日的转化成本（计费时间） = 5元（即10元除以2笔）。成本考核和系统赔付以该指标为准。,,,,18,0,
MATERIAL_DATA,指标,转化率(计费时间) ,attribution_conversion_rate,"所选时间范围内的点击产生转化的概率，归因到计费时间。 
转化率(计费时间) = 转化数（计费时间） / 点击数 ",,,,18,0,
MATERIAL_DATA,指标,深度转化数(计费时间),attribution_deep_convert_cnt,在转化行为发生（或回传）之后，将转化行为回记到过去30天内的扣费（消耗产生）时间上。 例如：单元在8月20日展示给用户，此时单元花费10元，用户点击单元后于8月23日产生1笔购买，则8月23日这笔购买将会展示在8月20日。,,,,18,0,
MATERIAL_DATA,指标,深度转化成本(计费时间),attribution_deep_convert_cost,是一个准确的深度转化成本评估指标。计算方式：消耗 / 深度转化数(计费时间)。例如：单元在8月20日展示给用户，此时单元花费10元，用户点击单元后，于 8 月 23 日产生2笔购买，则8月20日的深度转化成本（计费时间） = 5元（即10元除以2笔）。成本考核和系统赔付以该指标为准。,,,,18,0,
MATERIAL_DATA,指标,深度转化率(计费时间),attribution_deep_convert_rate,深度转化数（计费时间）/转化数（计费时间）*100%,,,,18,0,
MATERIAL_DATA,指标,转化数,convert_cnt,按转化事件发生时间统计的转化数。建议客户考核成本时参考“转化数据(计费时间)”，例如您的单元在早上8点进行了展示和点击，用户晚上19点发生了激活行为，我们会把激活数披露在晚上19点。在线索行业中， 表单提交、私信留资、留资咨询、智能电话-确认拨打所对应的事件都会计入单元转化数。,,,,5,0,
MATERIAL_DATA,指标,平均转化成本,conversion_cost,计算方式：总消耗/转化数。当天数据可能会有波动。,,,,5,0,
MATERIAL_DATA,指标,转化率,conversion_rate,单元被用户转化的次数占点击次数的百分比。计算方式：转化数/点击数*100%,,,,5,0,
MATERIAL_DATA,指标,深度转化数,deep_convert_cnt,将深度转化数记录在转化事件发生的时间上。建议客户考核深度转化成本时参考“深度转化数（计费时间）”例如您投放的内容在早上8点进行了展示和点击，用户晚上19点发生了激活行为，我们会把激活数披露在晚上19点。,,,,5,0,
MATERIAL_DATA,指标,深度转化成本,deep_convert_cost,计算方法：总消耗/深度转化数。当天数据可能会有波动，次日早8点后稳定。,,,,5,0,
MATERIAL_DATA,指标,深度转化率,deep_convert_rate,单元被用户进行深度转化的次数占转化次数的百分比。计算方式：深度转化数/转化数*100%,,,,5,0,
MATERIAL_DATA,指标,安卓下载开始数,click_start_cnt,用户在落地页和应用商店中开始安装包下载进程的次数，仅安卓下载可以监测到该行为,,,,5,0,
MATERIAL_DATA,指标,安卓下载开始成本,click_start_cost,计算方法：总花费/安卓下载开始数。,,,,5,0,
MATERIAL_DATA,指标,安卓下载开始率,click_start_rate,计算方法：安卓下载开始数/点击数,,,,5,0,
MATERIAL_DATA,指标,安卓下载完成数,download_finish_cnt,用户在落地页和应用商店中下载安装包进程完成的次数，仅安卓下载可以监测到该行为,,,,5,0,
MATERIAL_DATA,指标,安卓下载完成成本,download_finish_cost,计算方式：总花费/安卓下载完成数。,,,,5,0,
MATERIAL_DATA,指标,安卓下载完成率,download_finish_rate,计算方式：安卓下载完成数/安卓下载开始数,,,,5,0,
MATERIAL_DATA,指标,安卓安装完成数,install_finish_cnt,用户在落地页中将安装包安装完成的次数，仅安卓下载可以监测到该行为。如果您的计划开启了商店直投，则下载相关行为数据有部分无法被监测到，而安装数据不受影响，因此安装数可能会大于下载数。,,,,5,0,
MATERIAL_DATA,指标,安卓安装完成成本,install_finish_cost,计算方式：总花费/安卓安装完成数,,,,5,0,
MATERIAL_DATA,指标,安卓安装完成率,install_finish_rate,计算方式：安卓安装完成数/安卓下载完成数,,,,5,0,
MATERIAL_DATA,指标,激活数,active,如果您对接了API，激活数是您认可且回传成功的的激活数。如果您对接了SDK，则激活数是指用户下载您的APP后打开的次数。,,,,5,0,
MATERIAL_DATA,指标,激活成本（元）,active_cost,计算方式：总花费/激活数。,,,,5,0,
MATERIAL_DATA,指标,激活率,active_rate,计算方式：激活数/点击数*100%,,,,5,0,
MATERIAL_DATA,指标,注册数,active_register,如果您对接了API，注册数是您认可且回传成功的的注册数。如果您对接了SDK，则注册数是用户实现注册行为的次数,,,,5,0,
MATERIAL_DATA,指标,注册成本,active_register_cost,计算公式是：总花费/注册数，当天数据可能会有波动，次日早8点后稳定。,,,,5,0,
MATERIAL_DATA,指标,注册率,active_register_rate,注册用户占激活用户的比例,,,,5,0,
MATERIAL_DATA,指标,关键行为数,game_addiction,有APP内关键行为的用户数量,,,,5,0,
MATERIAL_DATA,指标,关键行为成本,game_addiction_cost,计算公式是总花费/关键行为数。当天数据可能会有波动，次日早8点后稳定。,,,,5,0,
MATERIAL_DATA,指标,关键行为率,game_addiction_rate,关键行为用户占激活用户的比例,,,,5,0,
MATERIAL_DATA,指标,次留数,attribution_next_day_open_cnt,"当日激活用户在第二天继续登录，则计为一个次留行为。该指标会将收到的次留回传数据，匹配到对应的激活时间上。
例如：8月1日有10个激活，其中5个在8月2日继续登录，则8月1日的次留数为5。",,,,18,0,
MATERIAL_DATA,指标,次留成本,attribution_next_day_open_cost,次留成本=消耗/次留数,,,,18,0,
MATERIAL_DATA,指标,次留率,attribution_next_day_open_rate,次留率=次留数/激活数,,,,18,0,
MATERIAL_DATA,指标,次留回传数,next_day_open,根据您通过api或sdk回传给我们的时间为准，将次留数披露在回传时间。,,,,5,0,
MATERIAL_DATA,指标,首次付费数,active_pay,用户在应用内首次完成付费的次数,,,,5,0,
MATERIAL_DATA,指标,首次付费成本,active_pay_cost,用户在应用内首次完成付费的成本，计算方式：消耗/首次付费数。,,,,5,0,
MATERIAL_DATA,指标,首次付费率,active_pay_rate,计算方式：首次付费数/激活数。,,,,5,0,
MATERIAL_DATA,指标,付费次数,game_pay_count,当天用户在应用内完成付费的总次数，多次付费会重复计数。,,,,13,0,
MATERIAL_DATA,指标,付费成本,game_pay_cost,当天用户在应用内完成付费的平均成本，计算方式：消耗/付费次数。,,,,13,0,
MATERIAL_DATA,指标,7日付费次数(激活时间),attribution_game_pay_7d_count,用户激活应用后的7天内，在应用内完成付费的总次数，并将付费次数披露在每个用户的激活时间上。,,,,22,0,
MATERIAL_DATA,指标,7日付费成本(激活时间),attribution_game_pay_7d_cost,用户激活应用后的7天内，在应用内完成付费的平均成本，计算方式：消耗/7日付费次数(激活时间)。,,,,22,0,
MATERIAL_DATA,指标,7日人均付费次数(激活时间),attribution_active_pay_7d_per_count,7天内用户的平均付费次数，计算方式：7日付费次数（激活时间）/7日首次付费数(激活时间)，对首次付费数的统计仅在计划内去重且披露在每个用户的激活时间上。,,,,22,0,
MATERIAL_DATA,指标,APP内访问,in_app_uv,用户调起APP后到达的次数，一般在DPA单元中使用,,,,5,0,
MATERIAL_DATA,指标,APP内访问详情页,in_app_detail_uv,用户调起APP后到达指定详情页的次数，一般在DPA单元中使用,,,,5,0,
MATERIAL_DATA,指标,APP内加入购物车,in_app_cart,用户调起APP后加入购物车的次数，一般在DPA单元中使用,,,,5,0,
MATERIAL_DATA,指标,APP内付费,in_app_pay,用户调起APP后完成付费的次数，一般在DPA单元中使用,,,,5,0,
MATERIAL_DATA,指标,APP内下单,in_app_order,用户调起APP后提交订单的次数，一般在DPA单元中使用,,,,5,0,
MATERIAL_DATA,指标,2日留存数,attribution_retention_2d_cnt,所选时间范围内激活用户在激活后第2天留存的数量,,,,22,0,
MATERIAL_DATA,指标,3日留存数,attribution_retention_3d_cnt,所选时间范围内激活用户在激活后第3天留存的数量,,,,22,0,
MATERIAL_DATA,指标,4日留存数,attribution_retention_4d_cnt,所选时间范围内激活用户在激活后第4天留存的数量,,,,22,0,
MATERIAL_DATA,指标,5日留存数,attribution_retention_5d_cnt,所选时间范围内激活用户在激活后第5天留存的数量,,,,22,0,
MATERIAL_DATA,指标,6日留存数,attribution_retention_6d_cnt,所选时间范围内激活用户在激活后第6天留存的数量,,,,22,0,
MATERIAL_DATA,指标,7日留存数,attribution_retention_7d_cnt,当日激活用户在7日内继续登录，则计为一个7日留存。,,,,22,0,
MATERIAL_DATA,指标,2日留存成本,attribution_retention_2d_cost,所选时间范围内激活后第2天仍留存用户的获取成本,,,,22,0,
MATERIAL_DATA,指标,3日留存成本,attribution_retention_3d_cost,所选时间范围内激活后第3天仍留存用户的获取成本,,,,22,0,
MATERIAL_DATA,指标,4日留存成本,attribution_retention_4d_cost,所选时间范围内激活后第4天仍留存用户的获取成本,,,,22,0,
MATERIAL_DATA,指标,5日留存成本,attribution_retention_5d_cost,所选时间范围内激活后第5天仍留存用户的获取成本,,,,22,0,
MATERIAL_DATA,指标,6日留存成本,attribution_retention_6d_cost,所选时间范围内激活后第6天仍留存用户的获取成本,,,,22,0,
MATERIAL_DATA,指标,7日留存成本,attribution_retention_7d_cost,7日留存成本=消耗/7日留存数,,,,22,0,
MATERIAL_DATA,指标,2日留存率,attribution_retention_2d_rate,当日激活用户在2日内继续登录，则计为一个2日留存。2日留存率=2日留存数/激活数,,,,22,0,
MATERIAL_DATA,指标,3日留存率,attribution_retention_3d_rate,当日激活用户在3日内继续登录，则计为一个3日留存。3日留存率=3日留存数/激活数,,,,22,0,
MATERIAL_DATA,指标,4日留存率,attribution_retention_4d_rate,当日激活用户在4日内继续登录，则计为一个4日留存。4日留存率=4日留存数/激活数,,,,22,0,
MATERIAL_DATA,指标,5日留存率,attribution_retention_5d_rate,当日激活用户在5日内继续登录，则计为一个5日留存。5日留存率=5日留存数/激活数,,,,22,0,
MATERIAL_DATA,指标,6日留存率,attribution_retention_6d_rate,当日激活用户在6日内继续登录，则计为一个6日留存。6日留存率=6日留存数/激活数,,,,22,0,
MATERIAL_DATA,指标,7日留存率,attribution_retention_7d_rate,当日激活用户在7日内继续登录，则计为一个7日留存。7日留存率=7日留存数/激活数,,,,22,0,
MATERIAL_DATA,指标,7日留存总数,attribution_retention_7d_sum_cnt,所选时间范围内激活用户在激活后第1天-第7天留存的总量,,,,22,0,
MATERIAL_DATA,指标,7日留存总成本,attribution_retention_7d_total_cost,"所选时间范围内激活后7日内留存用户的获取成本。
建议仅查看已完整回传7日内留存数据的指标，否则会导致数值偏高影响投放判断。
留存成本 = 消耗 / 7日内留存天数总量 =  消耗 / （次留量+2留量+3留量+4留量+5留量+6留量+7留量）。",,,,22,0,
MATERIAL_DATA,指标,付费金额(回传时间),stat_pay_amount,当您使用 “active_pay”事件回传付费金额时，平台所统计的付费金额总数。数据记录在平台收到回传事件的时间。,,,,25,0,
MATERIAL_DATA,指标,付费ROI(回传时间),pay_amount_roi,付费金额(回传时间)/消耗,,,,25,0,
MATERIAL_DATA,指标,计费当日付费金额,attribution_billing_game_in_app_ltv_1day,所选时间范围内计费对应的用户，计费当日在APP内的付费金额总和。,,,,25,0,
MATERIAL_DATA,指标,计费二日内付费金额,attribution_billing_game_in_app_ltv_2days,所选时间范围内计费对应的用户，计费二日内(含计费当日)在APP内的付费金额总和。,,,,25,0,
MATERIAL_DATA,指标,计费三日内付费金额,attribution_billing_game_in_app_ltv_3days,所选时间范围内计费对应的用户，计费三日内(含计费当日)在APP内的付费金额总和。,,,,25,0,
MATERIAL_DATA,指标,计费四日内付费金额,attribution_billing_game_in_app_ltv_4days,所选时间范围内计费对应的用户，计费四日内(含计费当日)在APP内的付费金额总和。,,,,25,0,
MATERIAL_DATA,指标,计费五日内付费金额,attribution_billing_game_in_app_ltv_5days,所选时间范围内计费对应的用户，计费五日内(含计费当日)在APP内的付费金额总和。,,,,25,0,
MATERIAL_DATA,指标,计费六日内付费金额,attribution_billing_game_in_app_ltv_6days,所选时间范围内计费对应的用户，计费六日内(含计费当日)在APP内的付费金额总和。,,,,25,0,
MATERIAL_DATA,指标,计费七日内付费金额,attribution_billing_game_in_app_ltv_7days,所选时间范围内计费对应的用户，计费七日内(含计费当日)在APP内的付费金额总和。,,,,25,0,
MATERIAL_DATA,指标,计费当日付费ROI,attribution_billing_game_in_app_roi_1day,所选时间范围内计费对应的用户在计费当日的所有付费ROI，计算方式：计费当日付费金额/消耗。,,,,25,0,
MATERIAL_DATA,指标,计费二日内付费ROI,attribution_billing_game_in_app_roi_2days,所选时间范围内计费对应的用户在计费二日内(含计费当日)的所有付费ROI，计算方式：计费二日内付费金额/消耗。,,,,25,0,
MATERIAL_DATA,指标,计费三日内付费ROI,attribution_billing_game_in_app_roi_3days,所选时间范围内计费对应的用户在计费三日内(含计费当日)的所有付费ROI，计算方式：计费三日内付费金额/消耗。,,,,25,0,
MATERIAL_DATA,指标,计费四日内付费ROI,attribution_billing_game_in_app_roi_4days,所选时间范围内计费对应的用户在计费四日内(含计费当日)的所有付费ROI，计算方式：计费四日内付费金额/消耗。,,,,25,0,
MATERIAL_DATA,指标,计费五日内付费ROI,attribution_billing_game_in_app_roi_5days,所选时间范围内计费对应的用户在计费五日内(含计费当日)的所有付费ROI，计算方式：计费五日内付费金额/消耗。,,,,25,0,
MATERIAL_DATA,指标,计费六日内付费ROI,attribution_billing_game_in_app_roi_6days,所选时间范围内计费对应的用户在计费六日内(含计费当日)的所有付费ROI，计算方式：计费六日内付费金额/消耗。,,,,25,0,
MATERIAL_DATA,指标,计费七日内付费ROI,attribution_billing_game_in_app_roi_7days,所选时间范围内计费对应的用户在计费七日内(含计费当日)的所有付费ROI，计算方式：计费七日内付费金额/消耗。,,,,25,0,
MATERIAL_DATA,指标,点击电话按钮,phone,用户点击POI页面的电话按钮的次数,,,,10,0,
MATERIAL_DATA,指标,表单提交,form,用户在门店落地页多线沟通提交表单的次数,,,,10,0,
MATERIAL_DATA,指标,附加创意表单提交,form_submit,用户查看创意的附加创意后，提交表单的次数,,,,10,0,
MATERIAL_DATA,指标,地图搜索,map,用户进行地图搜索的次数,,,,10,0,
MATERIAL_DATA,指标,按钮button,button,用户点击按钮button的次数,,,,10,0,
MATERIAL_DATA,指标,关键页面浏览,view,用户在关键页面的浏览次数,,,,10,0,
MATERIAL_DATA,指标,下载开始,download_start,用户点击下载开始的次数,,,,10,0,
MATERIAL_DATA,指标,QQ咨询,qq,用户点击QQ咨询按钮的次数,,,,10,0,
MATERIAL_DATA,指标,抽奖,lottery,用户点击抽奖按钮的次数,,,,10,0,
MATERIAL_DATA,指标,投票,vote,用户点击投票按钮的次数,,,,10,0,
MATERIAL_DATA,指标,短信咨询,message,用户点击短信咨询的次数,,,,10,0,
MATERIAL_DATA,指标,页面跳转,redirect,用户跳转至其他页面的次数,,,,10,0,
MATERIAL_DATA,指标,商品购买,shopping,用户购买商品的次数,,,,10,0,
MATERIAL_DATA,指标,在线咨询,consult,用户点击在线咨询按钮的次数,,,,10,0,
MATERIAL_DATA,指标,有效咨询,consult_effective,用户在门店落地页多线沟通的在线咨询中有效咨询的次数,,,,10,0,
MATERIAL_DATA,指标,智能电话-确认拨打,phone_confirm,用户点击确认拨打电话按钮的次数,,,,10,0,
MATERIAL_DATA,指标,智能电话-确认接通,phone_connect,用户在门店落地页点击多线沟通的电话按钮并接通的次数,,,,10,0,
MATERIAL_DATA,指标,智能电话-有效接通,phone_effective,用户在门店落地页点击多线沟通的电话按钮并有效接通的次数,,,,18,0,
MATERIAL_DATA,指标,建站卡券领取,coupon,用户点击POI页面卡券领取按钮的次数,,,,10,0,
MATERIAL_DATA,指标,卡券页领取,coupon_single_page,用户点击卡券页领取按钮的次数,,,,10,0,
MATERIAL_DATA,指标,调起店铺,redirect_to_shop,用户调起第三方店铺的次数,,,,10,0,
MATERIAL_DATA,指标,查看店铺地址,poi_address_click,用户点击顶部地图图标区域展开详细地图/点击图片下方地址展开详细地图/点击图片下方地址展开详细地图的次数,,,,10,0,
MATERIAL_DATA,指标,店铺收藏,poi_collect,用户点击POI页面的收藏按钮的次数,,,,10,0,
MATERIAL_DATA,指标,有效获客,customer_effective,有效获客是指用户完成了有价值动作的次数，其中动作支持您自定义。例如：您可将表单提交后用户的进一步行为，自定义为有效获客。,,,,22,0,
MATERIAL_DATA,指标,有效获客(计费时间),attribution_customer_effective,有效获客是指用户完成了有价值动作的次数，其中动作支持您自定义。例如：您可将表单提交后用户的进一步行为，自定义为有效获客。计费时间是指：在行为发生（或回传）后，将对应的行为回记到过去30天内的扣费（消耗产生）时间上。,,,,22,0,
MATERIAL_DATA,指标,有效获客成本(计费时间),attribution_customer_effective_cost,消耗/有效获客(计费时间) 计费时间是指：在行为发生（或回传）后，将对应的行为回记到过去30天内的扣费（消耗产生）时间上。,,,,22,0,
MATERIAL_DATA,指标,支付-存在意向(计费时间),attribution_clue_pay_succeed,存在意向是指用户支付了小额订单的次数。计费时间是指：在行为发生（或回传）后，将对应的行为回记到过去30天内的扣费（消耗产生）时间上。,,,,22,0,
MATERIAL_DATA,指标,存在意向成本(计费时间),attribution_clue_pay_succeed_cost,消耗/支付-存在意向  计费时间是指：在行为发生（或回传）后，将对应的行为回记到过去30天内的扣费（消耗产生）时间上。,,,,22,0,
MATERIAL_DATA,指标,回访-加为好友(计费时间),attribution_clue_interflow,加为好友是指在回访之后，添加用户好友的次数。计费时间是指：在行为发生（或回传）后，将对应的行为回记到过去30天内的扣费（消耗产生）时间上。,,,,22,0,
MATERIAL_DATA,指标,加为好友成本(计费时间),attribution_clue_interflow_cost,消耗/回访-加为好友(计费时间) 计费时间是指：在行为发生（或回传）后，将对应的行为回记到过去30天内的扣费（消耗产生）时间上。,,,,22,0,
MATERIAL_DATA,指标,回访-高潜成交(计费时间),attribution_clue_high_intention,高潜成交是指在回访之后，被判定为有较高成交潜力的客户。计费时间是指：在行为发生（或回传）后，将对应的行为回记到过去30天内的扣费（消耗产生）时间上。,,,,22,0,
MATERIAL_DATA,指标,高潜成交成本(计费时间),attribution_clue_high_intention_cost,消耗/回访-高潜成交成本(计费时间) 计费时间是指：在行为发生（或回传）后，将对应的行为回记到过去30天内的扣费（消耗产生）时间上。,,,,22,0,
MATERIAL_DATA,指标,微信复制,wechat,用户通过长按复制微信号的次数,,,,10,0,
MATERIAL_DATA,指标,留咨咨询,consult_clue,用户在门店落地页多线沟通的在线咨询中留资咨询的次数,,,,25,0,
MATERIAL_DATA,指标,回访-信息确认(计费时间),attribution_clue_confirm,信息确认是指在回访之后，用户进行了信息确认的次数。计费时间是指：在行为发生（或回传）后，将对应的行为回记到过去30天内的扣费（消耗产生）时间上。,,,,22,0,
MATERIAL_DATA,指标,信息确认成本(计费时间),attribution_clue_confirm_cost,消耗/回访-信息确认(计费时间) 计费时间是指：在行为发生（或回传）后，将对应的行为回记到过去30天内的扣费（消耗产生）时间上。,,,,22,0,
MATERIAL_DATA,指标,企业微信添加好友数(计费时间),attribution_work_wechat_added_count,用户扫描二维码，成功添加商家的企业微信的用户人数。计费时间是指：在行为发生（或回传）后，将对应的行为回记到过去30天内的扣费（消耗产生）时间上。,,,,25,0,
MATERIAL_DATA,指标,私信留资数,clue_message_count,用户在抖音号私信中留下线索（如号码、微信等）的次数,,,,25,0,
MATERIAL_DATA,指标,企业微信取消好友数(计费时间),attribution_work_wechat_unfriend_count,取消和单元客户员工企业微信的好友关系的用户人数。计费时间是指：在行为发生（或回传）后，将对应的行为回记到过去30天内的扣费（消耗产生）时间上。,,,,25,0,
MATERIAL_DATA,指标,接通线索数(计费时间),attribution_clue_connected_count,接通线索数是指拨打且接通的线索数。计费时间是指在行为发生（或回传）后，将对应的行为回记到过去30天内的扣费（消耗产生）时间上。例如：单元在10月1日发生消耗，实际客服给用户拨打并接通时间为10月2日，则该接通线索会记为10月1日的接通线索数，而非10月2日。,,,,25,0,
MATERIAL_DATA,指标,接通成本(计费时间),attribution_clue_connected_cost,计算方式：消耗/接通线索数(计费时间)。计费时间是指在行为发生（或回传）后，将对应的行为回记到过去30天内的扣费（消耗产生）时间上。,,,,25,0,
MATERIAL_DATA,指标,接通率(计费时间),attribution_clue_connected_rate,计算方式：接通线索数(计费时间)/表单提交数(计费时间)。计费时间是指在行为发生（或回传）后，将对应的行为回记到过去30天内的扣费（消耗产生）时间上。,,,,25,0,
MATERIAL_DATA,指标,表单提交(计费时间),attribution_form,表单提交是指用户在落地页多线沟通提交表单的次数。计费时间是指在行为发生（或回传）后，将对应的行为回记到过去30天内的扣费（消耗产生）时间上。例如：单元在10月1日发生消耗，用户提交表单时间为10月2日，则该表单提交会记为10月1日的表单提交数，而非10月2日。,,,,25,0,
MATERIAL_DATA,指标,表单提交数(包含附加创意表单数),form_and_submit_count,表单提交和附加创意表单提交之和,,,,10,0,
MATERIAL_DATA,指标,表单提交成本(包含附加创意表单数),form_and_submit_cost,消耗/表单提交数(包含附加创意表单数),,,,10,0,
MATERIAL_DATA,指标,意向表单数,intention_form_and_submit_count,意向表单数为用户完成意向表单填写且满足投放账户意向定义的表单数,,,,10,0,
MATERIAL_DATA,指标,意向表单成本,intention_form_and_submit_cost,消耗/意向表单数,,,,10,0,
MATERIAL_DATA,指标,小程序/小游戏当日LTV,attribution_micro_game_0d_ltv,所选时间范围内的激活用户在激活当日的变现金额,,,,22,0,
MATERIAL_DATA,指标,小程序/小游戏激活后三日LTV,attribution_micro_game_3d_ltv,所选时间范围内的激活用户在激活后三日内的变现金额,,,,22,0,
MATERIAL_DATA,指标,小程序/小游戏激活后七日LTV,attribution_micro_game_7d_ltv,所选时间范围内的激活用户在激活后七日内的变现金额,,,,22,0,
MATERIAL_DATA,指标,小程序/小游戏当日变现ROI,attribution_micro_game_0d_roi,所选时间范围内的激活用户在激活当日的变现ROI，计算公式是：当日LTV / 所选时间的消耗,,,,22,0,
MATERIAL_DATA,指标,小程序/小游戏激活后三日变现ROI,attribution_micro_game_3d_roi,所选时间范围内的激活用户在激活后三日内的变现ROI，计算公式是：三日LTV / 所选时间的消耗,,,,22,0,
MATERIAL_DATA,指标,小程序/小游戏激活后七日变现ROI,attribution_micro_game_7d_roi,所选时间范围内的激活用户在激活后七日内的变现ROI，计算公式是：七日LTV / 所选时间的消耗,,,,22,0,
MATERIAL_DATA,指标,当日付费金额,attribution_game_in_app_ltv_1day,所选时间范围内的激活用户，激活当日在APP内的付费金额。,,,,22,0,
MATERIAL_DATA,指标,激活后一日付费金额,attribution_game_in_app_ltv_2days,所选时间范围内的激活用户，激活后一天内在APP内的付费金额总和。该指标隔日产出，并做了模糊化处理。,,,,22,0,
MATERIAL_DATA,指标,激活后二日付费金额,attribution_game_in_app_ltv_3days,所选时间范围内的激活用户，激活后二天内在APP内的付费金额总和。该指标隔日产出，并做了模糊化处理。,,,,22,0,
MATERIAL_DATA,指标,激活后三日付费金额,attribution_game_in_app_ltv_4days,所选时间范围内的激活用户，激活后三天内在APP内的付费金额总和。该指标隔日产出，并做了模糊化处理。,,,,22,0,
MATERIAL_DATA,指标,激活后四日付费金额,attribution_game_in_app_ltv_5days,所选时间范围内的激活用户，激活后四天内在APP内的付费金额总和。该指标隔日产出，并做了模糊化处理。,,,,22,0,
MATERIAL_DATA,指标,激活后五日付费金额,attribution_game_in_app_ltv_6days,所选时间范围内的激活用户，激活后五天内在APP内的付费金额总和。,,,,22,0,
MATERIAL_DATA,指标,激活后六日付费金额,attribution_game_in_app_ltv_7days,所选时间范围内的激活用户，激活后六天内在APP内的付费金额总和。该指标隔日产出，并做了模糊化处理。,,,,22,0,
MATERIAL_DATA,指标,激活后七日付费金额,attribution_game_in_app_ltv_8days,所选时间范围内的激活用户，激活后七天内在APP内的付费金额总和。该指标隔日产出，并做了模糊化处理。,,,,22,0,
MATERIAL_DATA,指标,当日付费ROI,attribution_game_in_app_roi_1day,所选时间范围内的激活用户在激活当日的付费ROI，计算公式是：当日付费金额/所选时间的消耗。,,,,22,0,
MATERIAL_DATA,指标,激活后一日付费ROI,attribution_game_in_app_roi_2days,所选时间范围内的激活用户在激活后一日内的所有付费ROI，计算公式是：激活后一日付费金额/所选时间的消耗。该指标隔日产出，并做了模糊化处理。,,,,22,0,
MATERIAL_DATA,指标,激活后二日付费ROI,attribution_game_in_app_roi_3days,所选时间范围内的激活用户在激活后二日内的所有付费ROI，计算公式是：激活后二日付费金额/所选时间的消耗。,,,,22,0,
MATERIAL_DATA,指标,激活后三日付费ROI,attribution_game_in_app_roi_4days,所选时间范围内的激活用户在激活后三日内的所有付费ROI，计算公式是：激活后三日付费金额/所选时间的消耗。,,,,22,0,
MATERIAL_DATA,指标,激活后四日付费ROI,attribution_game_in_app_roi_5days,所选时间范围内的激活用户在激活后四日内的所有付费ROI，计算公式是：激活后四日付费金额/所选时间的消耗。,,,,22,0,
MATERIAL_DATA,指标,激活后五日付费ROI,attribution_game_in_app_roi_6days,所选时间范围内的激活用户在激活后五日内的所有付费ROI，计算公式是：激活后五日付费金额/所选时间的消耗。,,,,22,0,
MATERIAL_DATA,指标,激活后六日付费ROI,attribution_game_in_app_roi_7days,所选时间范围内的激活用户在激活后六日内的所有付费ROI，计算公式是：激活后六日付费金额/所选时间的消耗。,,,,22,0,
